danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.503,0.548,0,-7.564,0,0.164,0.0751,0.000234,0.145,0.441,94.036,audio_features,2CdTLdDjwZdVcm0bresVWx,spotify:track:2CdTLdDjwZdVcm0bresVWx,https://api.spotify.com/v1/tracks/2CdTLdDjwZdVcm0bresVWx,https://api.spotify.com/v1/audio-analysis/2CdTLdDjwZdVcm0bresVWx,228920,4
0.644,0.661,1,-4.877,0,0.451,0.369,0,0.0733,0.355,180.05,audio_features,0kRU83ecI57Iw1kPTeUwK5,spotify:track:0kRU83ecI57Iw1kPTeUwK5,https://api.spotify.com/v1/tracks/0kRU83ecI57Iw1kPTeUwK5,https://api.spotify.com/v1/audio-analysis/0kRU83ecI57Iw1kPTeUwK5,199882,4
0.806,0.756,11,-5.087,1,0.058,0.0276,0.000641,0.247,0.248,89.981,audio_features,50MM1jSSqo8LndyiLsCO92,spotify:track:50MM1jSSqo8LndyiLsCO92,https://api.spotify.com/v1/tracks/50MM1jSSqo8LndyiLsCO92,https://api.spotify.com/v1/audio-analysis/50MM1jSSqo8LndyiLsCO92,250485,4
0.422,0.302,11,-9.214,1,0.0372,0.629,7.83e-05,0.104,0.123,114.089,audio_features,1v1oIWf2Xgh54kIWuKsDf6,spotify:track:1v1oIWf2Xgh54kIWuKsDf6,https://api.spotify.com/v1/tracks/1v1oIWf2Xgh54kIWuKsDf6,https://api.spotify.com/v1/audio-analysis/1v1oIWf2Xgh54kIWuKsDf6,248827,4
0.793,0.782,4,-3.945,1,0.0582,0.447,0,0.124,0.81,143.86,audio_features,1WH3iquIQXnSPwUzlROT8R,spotify:track:1WH3iquIQXnSPwUzlROT8R,https://api.spotify.com/v1/tracks/1WH3iquIQXnSPwUzlROT8R,https://api.spotify.com/v1/audio-analysis/1WH3iquIQXnSPwUzlROT8R,191945,4
0.791,0.649,10,-2.312,1,0.276,0.0624,0,0.184,0.951,190.087,audio_features,3YAnNBdk0uHyakXXzMbNJq,spotify:track:3YAnNBdk0uHyakXXzMbNJq,https://api.spotify.com/v1/tracks/3YAnNBdk0uHyakXXzMbNJq,https://api.spotify.com/v1/audio-analysis/3YAnNBdk0uHyakXXzMbNJq,221749,4
0.813,0.553,11,-6.274,1,0.433,0.261,0,0.176,0.683,130.905,audio_features,4kdMfObhCkNZ47gsl63uXP,spotify:track:4kdMfObhCkNZ47gsl63uXP,https://api.spotify.com/v1/tracks/4kdMfObhCkNZ47gsl63uXP,https://api.spotify.com/v1/audio-analysis/4kdMfObhCkNZ47gsl63uXP,281219,4
0.784,0.885,7,-3.558,1,0.179,0.315,0,0.351,0.935,79.923,audio_features,1vaEeP4Su6M4ItEPW51Ll5,spotify:track:1vaEeP4Su6M4ItEPW51Ll5,https://api.spotify.com/v1/tracks/1vaEeP4Su6M4ItEPW51Ll5,https://api.spotify.com/v1/audio-analysis/1vaEeP4Su6M4ItEPW51Ll5,223132,4
0.834,0.485,7,-11.103,1,0.475,0.373,0,0.272,0.55,175.99,audio_features,4A9u8OrzFYbxdjiydkNdUi,spotify:track:4A9u8OrzFYbxdjiydkNdUi,https://api.spotify.com/v1/tracks/4A9u8OrzFYbxdjiydkNdUi,https://api.spotify.com/v1/audio-analysis/4A9u8OrzFYbxdjiydkNdUi,181928,4
0.439,0.61,9,-7.236,1,0.116,0.593,1.07e-05,0.341,0.172,181.088,audio_features,61KpQadow081I2AsbeLcsb,spotify:track:61KpQadow081I2AsbeLcsb,https://api.spotify.com/v1/tracks/61KpQadow081I2AsbeLcsb,https://api.spotify.com/v1/audio-analysis/61KpQadow081I2AsbeLcsb,215508,4
0.69,0.86,2,-4.997,0,0.0415,0.124,0,0.257,0.378,92.005,audio_features,3FDkagYrIceOTgy8canfLs,spotify:track:3FDkagYrIceOTgy8canfLs,https://api.spotify.com/v1/tracks/3FDkagYrIceOTgy8canfLs,https://api.spotify.com/v1/audio-analysis/3FDkagYrIceOTgy8canfLs,182335,4
0.747,0.907,10,-1.921,1,0.0515,0.316,0,0.0879,0.757,98.005,audio_features,3LNZSTiwQYL7BnTfHvIOII,spotify:track:3LNZSTiwQYL7BnTfHvIOII,https://api.spotify.com/v1/tracks/3LNZSTiwQYL7BnTfHvIOII,https://api.spotify.com/v1/audio-analysis/3LNZSTiwQYL7BnTfHvIOII,240853,4
0.523,0.606,1,-4.754,0,0.0301,0.512,0,0.106,0.065,145.837,audio_features,161DnLWsx1i3u1JT05lzqU,spotify:track:161DnLWsx1i3u1JT05lzqU,https://api.spotify.com/v1/tracks/161DnLWsx1i3u1JT05lzqU,https://api.spotify.com/v1/audio-analysis/161DnLWsx1i3u1JT05lzqU,217867,4
0.701,0.604,0,-5.381,0,0.445,0.271,1.41e-06,0.104,0.718,195.801,audio_features,4KXtFUFmPObTROXShFLHZX,spotify:track:4KXtFUFmPObTROXShFLHZX,https://api.spotify.com/v1/tracks/4KXtFUFmPObTROXShFLHZX,https://api.spotify.com/v1/audio-analysis/4KXtFUFmPObTROXShFLHZX,162902,4
0.832,0.772,10,-5.429,1,0.1,0.0559,0.000486,0.44,0.704,96.016,audio_features,3QwBODjSEzelZyVjxPOHdq,spotify:track:3QwBODjSEzelZyVjxPOHdq,https://api.spotify.com/v1/tracks/3QwBODjSEzelZyVjxPOHdq,https://api.spotify.com/v1/audio-analysis/3QwBODjSEzelZyVjxPOHdq,209453,4
0.879,0.703,1,-4.219,1,0.0701,0.143,0,0.0569,0.788,94.004,audio_features,6mAN61JH0dzyZpWslS11jy,spotify:track:6mAN61JH0dzyZpWslS11jy,https://api.spotify.com/v1/tracks/6mAN61JH0dzyZpWslS11jy,https://api.spotify.com/v1/audio-analysis/6mAN61JH0dzyZpWslS11jy,199711,4
0.824,0.588,3,-5.377,0,0.232,0.153,1.93e-05,0.139,0.466,100.035,audio_features,7Kz2Op4u003oogY6FTqDkB,spotify:track:7Kz2Op4u003oogY6FTqDkB,https://api.spotify.com/v1/tracks/7Kz2Op4u003oogY6FTqDkB,https://api.spotify.com/v1/audio-analysis/7Kz2Op4u003oogY6FTqDkB,193369,4
0.846,0.513,11,-5.955,0,0.0739,0.285,0.0064,0.147,0.83,135.022,audio_features,54H2zOnBtJXEL7MuUPjqlH,spotify:track:54H2zOnBtJXEL7MuUPjqlH,https://api.spotify.com/v1/tracks/54H2zOnBtJXEL7MuUPjqlH,https://api.spotify.com/v1/audio-analysis/54H2zOnBtJXEL7MuUPjqlH,138032,4
0.695,0.392,11,-7.476,0,0.0663,0.939,0.00179,0.309,0.458,127.817,audio_features,5kqqx1duUeC6GlJ4jFr5LF,spotify:track:5kqqx1duUeC6GlJ4jFr5LF,https://api.spotify.com/v1/tracks/5kqqx1duUeC6GlJ4jFr5LF,https://api.spotify.com/v1/audio-analysis/5kqqx1duUeC6GlJ4jFr5LF,90856,4
0.774,0.381,1,-9.875,0,0.157,0.708,0,0.0918,0.366,96.008,audio_features,4ucFAncTWKzcOjQ9J4SbaM,spotify:track:4ucFAncTWKzcOjQ9J4SbaM,https://api.spotify.com/v1/tracks/4ucFAncTWKzcOjQ9J4SbaM,https://api.spotify.com/v1/audio-analysis/4ucFAncTWKzcOjQ9J4SbaM,170832,4
0.876,0.568,0,-5.755,1,0.0533,0.411,0.00274,0.187,0.593,98.027,audio_features,610ZRu7Iz5qbH4lZJ6e4Sx,spotify:track:610ZRu7Iz5qbH4lZJ6e4Sx,https://api.spotify.com/v1/tracks/610ZRu7Iz5qbH4lZJ6e4Sx,https://api.spotify.com/v1/audio-analysis/610ZRu7Iz5qbH4lZJ6e4Sx,159132,4
0.349,0.297,7,-11.907,0,0.0334,0.831,2.57e-06,0.203,0.186,95.782,audio_features,1UpPUZTXGA0V9bISlUaW1K,spotify:track:1UpPUZTXGA0V9bISlUaW1K,https://api.spotify.com/v1/tracks/1UpPUZTXGA0V9bISlUaW1K,https://api.spotify.com/v1/audio-analysis/1UpPUZTXGA0V9bISlUaW1K,161182,1
0.8,0.717,3,-6.354,0,0.0516,0.153,0.00464,0.166,0.515,95.018,audio_features,0HTcD1SJ9xLdDHJ1BIr6KS,spotify:track:0HTcD1SJ9xLdDHJ1BIr6KS,https://api.spotify.com/v1/tracks/0HTcD1SJ9xLdDHJ1BIr6KS,https://api.spotify.com/v1/audio-analysis/0HTcD1SJ9xLdDHJ1BIr6KS,194526,4
0.608,0.547,11,-8.151,1,0.0368,0.131,0,0.0974,0.108,99.947,audio_features,4MmMxyew8yq1OEyJOMaX6M,spotify:track:4MmMxyew8yq1OEyJOMaX6M,https://api.spotify.com/v1/tracks/4MmMxyew8yq1OEyJOMaX6M,https://api.spotify.com/v1/audio-analysis/4MmMxyew8yq1OEyJOMaX6M,174406,4
0.718,0.805,6,-4.408,0,0.16,0.272,0.00248,0.127,0.697,179.978,audio_features,3OXxCquI8i14EigwILaLx9,spotify:track:3OXxCquI8i14EigwILaLx9,https://api.spotify.com/v1/tracks/3OXxCquI8i14EigwILaLx9,https://api.spotify.com/v1/audio-analysis/3OXxCquI8i14EigwILaLx9,203687,4
0.516,0.595,5,-4.63,1,0.0313,0.0275,0,0.109,0.222,119.972,audio_features,5Ohxk2dO5COHF1krpoPigN,spotify:track:5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/tracks/5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/audio-analysis/5Ohxk2dO5COHF1krpoPigN,340707,4
0.727,0.692,9,-3.25,1,0.104,0.102,1.07e-06,0.0562,0.604,92.019,audio_features,4gChz67rTHfVzKCZAHsifM,spotify:track:4gChz67rTHfVzKCZAHsifM,https://api.spotify.com/v1/tracks/4gChz67rTHfVzKCZAHsifM,https://api.spotify.com/v1/audio-analysis/4gChz67rTHfVzKCZAHsifM,294240,4
0.718,0.725,9,-4.279,0,0.0522,0.118,0,0.17,0.57,139.988,audio_features,1VYaM9VSix6jth7nXiHvo2,spotify:track:1VYaM9VSix6jth7nXiHvo2,https://api.spotify.com/v1/tracks/1VYaM9VSix6jth7nXiHvo2,https://api.spotify.com/v1/audio-analysis/1VYaM9VSix6jth7nXiHvo2,170310,4
0.663,0.598,11,-4.042,1,0.17,0.193,8.02e-05,0.0856,0.4,172.245,audio_features,380HmhwTE2NJgawn1NwkXi,spotify:track:380HmhwTE2NJgawn1NwkXi,https://api.spotify.com/v1/tracks/380HmhwTE2NJgawn1NwkXi,https://api.spotify.com/v1/audio-analysis/380HmhwTE2NJgawn1NwkXi,150720,4
0.81,0.763,1,-5.49,0,0.0553,0.265,2.53e-05,0.0618,0.935,116.021,audio_features,5dMIs7Y3DUtQU206zbXiL3,spotify:track:5dMIs7Y3DUtQU206zbXiL3,https://api.spotify.com/v1/tracks/5dMIs7Y3DUtQU206zbXiL3,https://api.spotify.com/v1/audio-analysis/5dMIs7Y3DUtQU206zbXiL3,355396,4
0.499,0.709,10,-6.404,1,0.134,0.296,0,0.331,0.314,164.032,audio_features,3UHPGOkUcE4hE7sqBF4Snt,spotify:track:3UHPGOkUcE4hE7sqBF4Snt,https://api.spotify.com/v1/tracks/3UHPGOkUcE4hE7sqBF4Snt,https://api.spotify.com/v1/audio-analysis/3UHPGOkUcE4hE7sqBF4Snt,214621,4
0.852,0.613,9,-5.261,1,0.108,0.413,0.000201,0.123,0.576,89.951,audio_features,1F205Nl2feOSYSztLNOJAL,spotify:track:1F205Nl2feOSYSztLNOJAL,https://api.spotify.com/v1/tracks/1F205Nl2feOSYSztLNOJAL,https://api.spotify.com/v1/audio-analysis/1F205Nl2feOSYSztLNOJAL,208237,4
0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,audio_features,4xqrdfXkTW4T0RauPLv3WA,spotify:track:4xqrdfXkTW4T0RauPLv3WA,https://api.spotify.com/v1/tracks/4xqrdfXkTW4T0RauPLv3WA,https://api.spotify.com/v1/audio-analysis/4xqrdfXkTW4T0RauPLv3WA,198040,3
0.675,0.16,0,-11.667,1,0.0586,0.985,0.00688,0.164,0.247,69.754,audio_features,2TzkIzgzIHhewMxyh1u4hh,spotify:track:2TzkIzgzIHhewMxyh1u4hh,https://api.spotify.com/v1/tracks/2TzkIzgzIHhewMxyh1u4hh,https://api.spotify.com/v1/audio-analysis/2TzkIzgzIHhewMxyh1u4hh,179094,4
0.763,0.597,1,-5.054,1,0.0416,0.158,1.83e-05,0.111,0.194,126.054,audio_features,23XjN1s3DZC8Q9ZwuorYY4,spotify:track:23XjN1s3DZC8Q9ZwuorYY4,https://api.spotify.com/v1/tracks/23XjN1s3DZC8Q9ZwuorYY4,https://api.spotify.com/v1/audio-analysis/23XjN1s3DZC8Q9ZwuorYY4,139576,4
0.714,0.735,4,-7.125,0,0.0306,0.176,0.000622,0.115,0.68,123.57,audio_features,6Pur3hWy6Nzc27ilmsp5HA,spotify:track:6Pur3hWy6Nzc27ilmsp5HA,https://api.spotify.com/v1/tracks/6Pur3hWy6Nzc27ilmsp5HA,https://api.spotify.com/v1/audio-analysis/6Pur3hWy6Nzc27ilmsp5HA,222227,4
0.738,0.801,11,-3.366,0,0.0284,0.0438,0.0572,0.595,0.532,122.857,audio_features,65DBZofI0b79kfHTcWWDuU,spotify:track:65DBZofI0b79kfHTcWWDuU,https://api.spotify.com/v1/tracks/65DBZofI0b79kfHTcWWDuU,https://api.spotify.com/v1/audio-analysis/65DBZofI0b79kfHTcWWDuU,200800,4
0.862,0.72,4,-4.048,1,0.0379,0.487,1.19e-06,0.0604,0.965,129.972,audio_features,7D7EH7MGyNHWSkqrszerI1,spotify:track:7D7EH7MGyNHWSkqrszerI1,https://api.spotify.com/v1/tracks/7D7EH7MGyNHWSkqrszerI1,https://api.spotify.com/v1/audio-analysis/7D7EH7MGyNHWSkqrszerI1,198707,4
0.824,0.457,6,-5.428,1,0.0543,0.167,0,0.041,0.95,87.977,audio_features,73nAK3HgQK8dak83Y2WQ8F,spotify:track:73nAK3HgQK8dak83Y2WQ8F,https://api.spotify.com/v1/tracks/73nAK3HgQK8dak83Y2WQ8F,https://api.spotify.com/v1/audio-analysis/73nAK3HgQK8dak83Y2WQ8F,187427,4
0.831,0.625,1,-3.576,1,0.0851,0.179,0,0.104,0.267,98.011,audio_features,20vM5hycZtDFwvpNWXU6su,spotify:track:20vM5hycZtDFwvpNWXU6su,https://api.spotify.com/v1/tracks/20vM5hycZtDFwvpNWXU6su,https://api.spotify.com/v1/audio-analysis/20vM5hycZtDFwvpNWXU6su,253469,4
0.812,0.747,4,-4.611,0,0.15,0.31,0.00412,0.1,0.488,168.025,audio_features,0XinBYhf1X3kdvKQHOX971,spotify:track:0XinBYhf1X3kdvKQHOX971,https://api.spotify.com/v1/tracks/0XinBYhf1X3kdvKQHOX971,https://api.spotify.com/v1/audio-analysis/0XinBYhf1X3kdvKQHOX971,198500,4
0.866,0.527,10,-6.261,1,0.167,0.372,3.88e-06,0.0945,0.599,91.015,audio_features,15zGj634ctKvXflVumO5Qq,spotify:track:15zGj634ctKvXflVumO5Qq,https://api.spotify.com/v1/tracks/15zGj634ctKvXflVumO5Qq,https://api.spotify.com/v1/audio-analysis/15zGj634ctKvXflVumO5Qq,262200,4
0.605,0.8,10,-3.018,1,0.312,0.518,0.000128,0.0763,0.732,92.284,audio_features,69Y5IZuBvGyzySFt5x7kCq,spotify:track:69Y5IZuBvGyzySFt5x7kCq,https://api.spotify.com/v1/tracks/69Y5IZuBvGyzySFt5x7kCq,https://api.spotify.com/v1/audio-analysis/69Y5IZuBvGyzySFt5x7kCq,236731,4
0.76,0.658,7,-5.275,1,0.275,0.162,0,0.195,0.565,100.202,audio_features,1pqnQ41XbfKjaFu6M0eGJp,spotify:track:1pqnQ41XbfKjaFu6M0eGJp,https://api.spotify.com/v1/tracks/1pqnQ41XbfKjaFu6M0eGJp,https://api.spotify.com/v1/audio-analysis/1pqnQ41XbfKjaFu6M0eGJp,157944,4
0.813,0.526,4,-4.787,0,0.125,0.105,0.000661,0.11,0.608,170.002,audio_features,7BIy3EGQhg98CsRdKYHnJC,spotify:track:7BIy3EGQhg98CsRdKYHnJC,https://api.spotify.com/v1/tracks/7BIy3EGQhg98CsRdKYHnJC,https://api.spotify.com/v1/audio-analysis/7BIy3EGQhg98CsRdKYHnJC,163320,4
0.763,0.58,8,-6.196,1,0.144,0.0466,1.6e-05,0.154,0.608,175.937,audio_features,0cRgJuB6TRtb5RZ2HkjSLh,spotify:track:0cRgJuB6TRtb5RZ2HkjSLh,https://api.spotify.com/v1/tracks/0cRgJuB6TRtb5RZ2HkjSLh,https://api.spotify.com/v1/audio-analysis/0cRgJuB6TRtb5RZ2HkjSLh,212011,4
0.694,0.796,6,-4.164,1,0.0565,0.48,0.000384,0.108,0.515,93.064,audio_features,6yVkakCN460KOVol9ZazjH,spotify:track:6yVkakCN460KOVol9ZazjH,https://api.spotify.com/v1/tracks/6yVkakCN460KOVol9ZazjH,https://api.spotify.com/v1/audio-analysis/6yVkakCN460KOVol9ZazjH,212312,4
0.864,0.766,2,-5.915,1,0.158,0.452,0.000428,0.0811,0.653,112.987,audio_features,0lCHRVlRZCEyLj3Gkc1nv1,spotify:track:0lCHRVlRZCEyLj3Gkc1nv1,https://api.spotify.com/v1/tracks/0lCHRVlRZCEyLj3Gkc1nv1,https://api.spotify.com/v1/audio-analysis/0lCHRVlRZCEyLj3Gkc1nv1,287788,4
0.839,0.734,9,-5.427,1,0.0541,0.0932,0,0.196,0.902,94.023,audio_features,6qmi7bapPoaIr0riLzoo29,spotify:track:6qmi7bapPoaIr0riLzoo29,https://api.spotify.com/v1/tracks/6qmi7bapPoaIr0riLzoo29,https://api.spotify.com/v1/audio-analysis/6qmi7bapPoaIr0riLzoo29,289120,4
0.66,0.503,9,-5.501,1,0.34,0.131,0,0.13,0.396,175.896,audio_features,5cBrOhKDyiJF9bPGUHKkG0,spotify:track:5cBrOhKDyiJF9bPGUHKkG0,https://api.spotify.com/v1/tracks/5cBrOhKDyiJF9bPGUHKkG0,https://api.spotify.com/v1/audio-analysis/5cBrOhKDyiJF9bPGUHKkG0,161748,4
0.688,0.881,7,-4.889,0,0.0474,0.0947,0,0.0804,0.677,123.013,audio_features,5fROvzNghPid8mbKNDYvpJ,spotify:track:5fROvzNghPid8mbKNDYvpJ,https://api.spotify.com/v1/tracks/5fROvzNghPid8mbKNDYvpJ,https://api.spotify.com/v1/audio-analysis/5fROvzNghPid8mbKNDYvpJ,191526,4
0.666,0.452,11,-7.096,0,0.265,0.211,0.000992,0.186,0.0398,163.694,audio_features,0HC6S4VpCGAZvyxTdrMRIQ,spotify:track:0HC6S4VpCGAZvyxTdrMRIQ,https://api.spotify.com/v1/tracks/0HC6S4VpCGAZvyxTdrMRIQ,https://api.spotify.com/v1/audio-analysis/0HC6S4VpCGAZvyxTdrMRIQ,155956,4
0.786,0.811,8,-4.31,1,0.0836,0.122,3.99e-06,0.161,0.731,92.953,audio_features,0j1VxrPkMyFGvz0jZzxUoZ,spotify:track:0j1VxrPkMyFGvz0jZzxUoZ,https://api.spotify.com/v1/tracks/0j1VxrPkMyFGvz0jZzxUoZ,https://api.spotify.com/v1/audio-analysis/0j1VxrPkMyFGvz0jZzxUoZ,168052,4
0.716,0.512,1,-6.257,1,0.0331,0.483,0,0.0928,0.326,104.957,audio_features,7uoFMmxln0GPXQ0AcCBXRq,spotify:track:7uoFMmxln0GPXQ0AcCBXRq,https://api.spotify.com/v1/tracks/7uoFMmxln0GPXQ0AcCBXRq,https://api.spotify.com/v1/audio-analysis/7uoFMmxln0GPXQ0AcCBXRq,165907,3
0.791,0.682,5,-7.328,1,0.158,0.175,0,0.0926,0.672,98.031,audio_features,13vDU8nPsvTGEVTMB8Vw7g,spotify:track:13vDU8nPsvTGEVTMB8Vw7g,https://api.spotify.com/v1/tracks/13vDU8nPsvTGEVTMB8Vw7g,https://api.spotify.com/v1/audio-analysis/13vDU8nPsvTGEVTMB8Vw7g,166851,4
0.72,0.606,1,-3.54,1,0.116,0.143,0,0.0824,0.805,165.882,audio_features,0pgj4EzB1XRqgZemoMNG5D,spotify:track:0pgj4EzB1XRqgZemoMNG5D,https://api.spotify.com/v1/tracks/0pgj4EzB1XRqgZemoMNG5D,https://api.spotify.com/v1/audio-analysis/0pgj4EzB1XRqgZemoMNG5D,182709,4
0.672,0.683,11,-4.433,0,0.105,0.542,0,0.203,0.568,88.042,audio_features,2BxzmBb2uqwnpyVuJqIIV9,spotify:track:2BxzmBb2uqwnpyVuJqIIV9,https://api.spotify.com/v1/tracks/2BxzmBb2uqwnpyVuJqIIV9,https://api.spotify.com/v1/audio-analysis/2BxzmBb2uqwnpyVuJqIIV9,223488,4
0.811,0.753,1,-3.95,0,0.0403,0.138,0,0.253,0.519,91.98,audio_features,0wkr4KqObqC55h4U9wqwKn,spotify:track:0wkr4KqObqC55h4U9wqwKn,https://api.spotify.com/v1/tracks/0wkr4KqObqC55h4U9wqwKn,https://api.spotify.com/v1/audio-analysis/0wkr4KqObqC55h4U9wqwKn,231733,4
0.793,0.737,6,-4.731,0,0.0785,0.0765,0,0.0747,0.697,167.969,audio_features,7lUdbnz7wsv3C9zzf4WHl9,spotify:track:7lUdbnz7wsv3C9zzf4WHl9,https://api.spotify.com/v1/tracks/7lUdbnz7wsv3C9zzf4WHl9,https://api.spotify.com/v1/audio-analysis/7lUdbnz7wsv3C9zzf4WHl9,333800,4
0.737,0.557,1,-5.231,0,0.394,0.215,0,0.173,0.459,91.646,audio_features,6poJxrnTNulYCmha4n5GOF,spotify:track:6poJxrnTNulYCmha4n5GOF,https://api.spotify.com/v1/tracks/6poJxrnTNulYCmha4n5GOF,https://api.spotify.com/v1/audio-analysis/6poJxrnTNulYCmha4n5GOF,147561,4
0.688,0.751,0,-2.792,1,0.26,0.102,3.92e-06,0.0771,0.692,183.958,audio_features,4YqeXl57vJDYuEdcOL1vRD,spotify:track:4YqeXl57vJDYuEdcOL1vRD,https://api.spotify.com/v1/tracks/4YqeXl57vJDYuEdcOL1vRD,https://api.spotify.com/v1/audio-analysis/4YqeXl57vJDYuEdcOL1vRD,191410,4
0.636,0.656,2,-5.542,0,0.0676,0.451,7.97e-06,0.287,0.439,171.918,audio_features,3KJ3opyV29269SXkPrc19l,spotify:track:3KJ3opyV29269SXkPrc19l,https://api.spotify.com/v1/tracks/3KJ3opyV29269SXkPrc19l,https://api.spotify.com/v1/audio-analysis/3KJ3opyV29269SXkPrc19l,151506,4
0.634,0.711,1,-5.066,0,0.0406,0.249,0,0.0686,0.726,84.909,audio_features,7oySelE0Cb5q1TBBSPZJT2,spotify:track:7oySelE0Cb5q1TBBSPZJT2,https://api.spotify.com/v1/tracks/7oySelE0Cb5q1TBBSPZJT2,https://api.spotify.com/v1/audio-analysis/7oySelE0Cb5q1TBBSPZJT2,237522,4
0.769,0.712,7,-5.042,0,0.105,0.0812,6.67e-06,0.0988,0.841,173.931,audio_features,7FhopXtl9z9YtD9NwUf9ss,spotify:track:7FhopXtl9z9YtD9NwUf9ss,https://api.spotify.com/v1/tracks/7FhopXtl9z9YtD9NwUf9ss,https://api.spotify.com/v1/audio-analysis/7FhopXtl9z9YtD9NwUf9ss,206897,4
0.83,0.585,0,-6.476,1,0.094,0.237,0,0.248,0.485,109.978,audio_features,6Im9k8u9iIzKMrmV7BWtlF,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,https://api.spotify.com/v1/tracks/6Im9k8u9iIzKMrmV7BWtlF,https://api.spotify.com/v1/audio-analysis/6Im9k8u9iIzKMrmV7BWtlF,173711,4
0.863,0.669,6,-5.952,0,0.282,0.111,0,0.0569,0.947,164.062,audio_features,5DoLhdU27owX1NMrKLUbUl,spotify:track:5DoLhdU27owX1NMrKLUbUl,https://api.spotify.com/v1/tracks/5DoLhdU27owX1NMrKLUbUl,https://api.spotify.com/v1/audio-analysis/5DoLhdU27owX1NMrKLUbUl,260545,4
0.795,0.542,6,-8.106,0,0.193,0.0903,0,0.117,0.55,167.823,audio_features,4TOmcZvw0gHa7GiXRbcYAW,spotify:track:4TOmcZvw0gHa7GiXRbcYAW,https://api.spotify.com/v1/tracks/4TOmcZvw0gHa7GiXRbcYAW,https://api.spotify.com/v1/audio-analysis/4TOmcZvw0gHa7GiXRbcYAW,232653,4
0.752,0.716,10,-5.2,0,0.0325,0.254,0,0.243,0.553,117.007,audio_features,6C6mUonH6MNdSg5pw7kOc9,spotify:track:6C6mUonH6MNdSg5pw7kOc9,https://api.spotify.com/v1/tracks/6C6mUonH6MNdSg5pw7kOc9,https://api.spotify.com/v1/audio-analysis/6C6mUonH6MNdSg5pw7kOc9,206760,4
0.762,0.645,0,-5.422,1,0.272,0.241,1.26e-05,0.118,0.64,180.125,audio_features,7EUvcSFkyVB73zrblhQmEL,spotify:track:7EUvcSFkyVB73zrblhQmEL,https://api.spotify.com/v1/tracks/7EUvcSFkyVB73zrblhQmEL,https://api.spotify.com/v1/audio-analysis/7EUvcSFkyVB73zrblhQmEL,187429,4
0.712,0.599,5,-6.342,0,0.112,0.412,2.15e-05,0.103,0.588,179.788,audio_features,0FktnzDqjClqU6iqOZVEs2,spotify:track:0FktnzDqjClqU6iqOZVEs2,https://api.spotify.com/v1/tracks/0FktnzDqjClqU6iqOZVEs2,https://api.spotify.com/v1/audio-analysis/0FktnzDqjClqU6iqOZVEs2,178000,4
0.76,0.572,11,-5.8,0,0.358,0.42,1.24e-05,0.131,0.712,178.145,audio_features,5H0NnVnY1a7BguEmVTPQOR,spotify:track:5H0NnVnY1a7BguEmVTPQOR,https://api.spotify.com/v1/tracks/5H0NnVnY1a7BguEmVTPQOR,https://api.spotify.com/v1/audio-analysis/5H0NnVnY1a7BguEmVTPQOR,156000,4
0.86,0.725,11,-6.7,1,0.249,0.0464,9.1e-05,0.0994,0.375,145.001,audio_features,0tjZv2hChdHZCW1zFXpy1J,spotify:track:0tjZv2hChdHZCW1zFXpy1J,https://api.spotify.com/v1/tracks/0tjZv2hChdHZCW1zFXpy1J,https://api.spotify.com/v1/audio-analysis/0tjZv2hChdHZCW1zFXpy1J,162151,4
0.727,0.838,9,-2.435,1,0.0472,0.297,0,0.0603,0.933,145.995,audio_features,1Ol5LmdNDNpFu1oNwfgkux,spotify:track:1Ol5LmdNDNpFu1oNwfgkux,https://api.spotify.com/v1/tracks/1Ol5LmdNDNpFu1oNwfgkux,https://api.spotify.com/v1/audio-analysis/1Ol5LmdNDNpFu1oNwfgkux,179339,4
0.695,0.624,0,-4.364,1,0.205,0.0208,0,0.057,0.446,186.13,audio_features,7C2RvtNZvxPdol2JXAdxVK,spotify:track:7C2RvtNZvxPdol2JXAdxVK,https://api.spotify.com/v1/tracks/7C2RvtNZvxPdol2JXAdxVK,https://api.spotify.com/v1/audio-analysis/7C2RvtNZvxPdol2JXAdxVK,204587,4
0.643,0.727,1,-5.506,1,0.0389,0.0439,0,0.123,0.295,90.019,audio_features,67ACYA3UI6QMNtHX6b34wX,spotify:track:67ACYA3UI6QMNtHX6b34wX,https://api.spotify.com/v1/tracks/67ACYA3UI6QMNtHX6b34wX,https://api.spotify.com/v1/audio-analysis/67ACYA3UI6QMNtHX6b34wX,162299,4
0.598,0.556,7,-4.299,1,0.142,0.0979,0.000933,0.131,0.552,170.057,audio_features,01SMtfSbJlcxUdJvOofMOx,spotify:track:01SMtfSbJlcxUdJvOofMOx,https://api.spotify.com/v1/tracks/01SMtfSbJlcxUdJvOofMOx,https://api.spotify.com/v1/audio-analysis/01SMtfSbJlcxUdJvOofMOx,221547,4
